"Year","SuperSector","SectorName","Industry","IndustryName","NAICSCode","Value"
1980,"10","Mining and logging","10113300","Logging","1133",87.5
1981,"10","Mining and logging","10113300","Logging","1133",82.1
1982,"10","Mining and logging","10113300","Logging","1133",75.4
1983,"10","Mining and logging","10113300","Logging","1133",82.9
1984,"10","Mining and logging","10113300","Logging","1133",87.5
1985,"10","Mining and logging","10113300","Logging","1133",84.4
1986,"10","Mining and logging","10113300","Logging","1133",84.1
1987,"10","Mining and logging","10113300","Logging","1133",85.4
1988,"10","Mining and logging","10113300","Logging","1133",88
1989,"10","Mining and logging","10113300","Logging","1133",86.9
1990,"10","Mining and logging","10113300","Logging","1133",84.6
1991,"10","Mining and logging","10113300","Logging","1133",78.7
1992,"10","Mining and logging","10113300","Logging","1133",78.7
1993,"10","Mining and logging","10113300","Logging","1133",81
1994,"10","Mining and logging","10113300","Logging","1133",82
1995,"10","Mining and logging","10113300","Logging","1133",82.5
1996,"10","Mining and logging","10113300","Logging","1133",80.7
1997,"10","Mining and logging","10113300","Logging","1133",82.1
1998,"10","Mining and logging","10113300","Logging","1133",80
1999,"10","Mining and logging","10113300","Logging","1133",80.8
2000,"10","Mining and logging","10113300","Logging","1133",79
2001,"10","Mining and logging","10113300","Logging","1133",73.5
2002,"10","Mining and logging","10113300","Logging","1133",70.4
2003,"10","Mining and logging","10113300","Logging","1133",69.4
2004,"10","Mining and logging","10113300","Logging","1133",67.6
2005,"10","Mining and logging","10113300","Logging","1133",65.2
2006,"10","Mining and logging","10113300","Logging","1133",64.4
2007,"10","Mining and logging","10113300","Logging","1133",60.1
2008,"10","Mining and logging","10113300","Logging","1133",56.6
2009,"10","Mining and logging","10113300","Logging","1133",50.4
2010,"10","Mining and logging","10113300","Logging","1133",49.7
2011,"10","Mining and logging","10113300","Logging","1133",48.7
2012,"10","Mining and logging","10113300","Logging","1133",50.8
2013,"10","Mining and logging","10113300","Logging","1133",51.8
2014,"10","Mining and logging","10113300","Logging","1133",52
2015,"10","Mining and logging","10113300","Logging","1133",52.4
2016,"10","Mining and logging","10113300","Logging","1133",51.2
1958,"10","Mining and logging","10210000","Mining","21",713.9
1959,"10","Mining and logging","10210000","Mining","21",694.6
1960,"10","Mining and logging","10210000","Mining","21",679.8
1961,"10","Mining and logging","10210000","Mining","21",643.9
1962,"10","Mining and logging","10210000","Mining","21",625
1963,"10","Mining and logging","10210000","Mining","21",610.2
1964,"10","Mining and logging","10210000","Mining","21",609.2
1965,"10","Mining and logging","10210000","Mining","21",609.7
1966,"10","Mining and logging","10210000","Mining","21",608.4
1967,"10","Mining and logging","10210000","Mining","21",598.2
1968,"10","Mining and logging","10210000","Mining","21",591.7
1969,"10","Mining and logging","10210000","Mining","21",604.1
1970,"10","Mining and logging","10210000","Mining","21",607.1
1971,"10","Mining and logging","10210000","Mining","21",589.3
1972,"10","Mining and logging","10210000","Mining","21",603.1
1973,"10","Mining and logging","10210000","Mining","21",617.2
1974,"10","Mining and logging","10210000","Mining","21",674
1975,"10","Mining and logging","10210000","Mining","21",728.4
1976,"10","Mining and logging","10210000","Mining","21",750.8
1977,"10","Mining and logging","10210000","Mining","21",781.1
1978,"10","Mining and logging","10210000","Mining","21",817.4
1979,"10","Mining and logging","10210000","Mining","21",919.6
1980,"10","Mining and logging","10210000","Mining","21",989.4
1981,"10","Mining and logging","10210000","Mining","21",1097.4
1982,"10","Mining and logging","10210000","Mining","21",1087.8
1983,"10","Mining and logging","10210000","Mining","21",913.9
1984,"10","Mining and logging","10210000","Mining","21",926
1985,"10","Mining and logging","10210000","Mining","21",889.1
1986,"10","Mining and logging","10210000","Mining","21",745
1987,"10","Mining and logging","10210000","Mining","21",685.8
1988,"10","Mining and logging","10210000","Mining","21",681.6
1989,"10","Mining and logging","10210000","Mining","21",663.2
1990,"10","Mining and logging","10210000","Mining","21",680.1
1991,"10","Mining and logging","10210000","Mining","21",660.5
1992,"10","Mining and logging","10210000","Mining","21",609.8
1993,"10","Mining and logging","10210000","Mining","21",584.9
1994,"10","Mining and logging","10210000","Mining","21",576.5
1995,"10","Mining and logging","10210000","Mining","21",558.1
1996,"10","Mining and logging","10210000","Mining","21",556.4
1997,"10","Mining and logging","10210000","Mining","21",571.3
1998,"10","Mining and logging","10210000","Mining","21",564.7
1999,"10","Mining and logging","10210000","Mining","21",517.4
2000,"10","Mining and logging","10210000","Mining","21",520.2
2001,"10","Mining and logging","10210000","Mining","21",532.5
2002,"10","Mining and logging","10210000","Mining","21",512.2
2003,"10","Mining and logging","10210000","Mining","21",502.7
2004,"10","Mining and logging","10210000","Mining","21",523
2005,"10","Mining and logging","10210000","Mining","21",562.2
2006,"10","Mining and logging","10210000","Mining","21",619.7
2007,"10","Mining and logging","10210000","Mining","21",663.8
2008,"10","Mining and logging","10210000","Mining","21",709.8
2009,"10","Mining and logging","10210000","Mining","21",643.3
2010,"10","Mining and logging","10210000","Mining","21",654.8
2011,"10","Mining and logging","10210000","Mining","21",739.2
2012,"10","Mining and logging","10210000","Mining","21",797.2
2013,"10","Mining and logging","10210000","Mining","21",811
2014,"10","Mining and logging","10210000","Mining","21",838.5
2015,"10","Mining and logging","10210000","Mining","21",760.4
2016,"10","Mining and logging","10210000","Mining","21",626.1
1972,"10","Mining and logging","10211000","Oil and gas extraction","211",139.1
1973,"10","Mining and logging","10211000","Oil and gas extraction","211",135.3
1974,"10","Mining and logging","10211000","Oil and gas extraction","211",140.4
1975,"10","Mining and logging","10211000","Oil and gas extraction","211",150.8
1976,"10","Mining and logging","10211000","Oil and gas extraction","211",156.5
1977,"10","Mining and logging","10211000","Oil and gas extraction","211",165
1978,"10","Mining and logging","10211000","Oil and gas extraction","211",177
1979,"10","Mining and logging","10211000","Oil and gas extraction","211",192
1980,"10","Mining and logging","10211000","Oil and gas extraction","211",218.6
1981,"10","Mining and logging","10211000","Oil and gas extraction","211",253.1
1982,"10","Mining and logging","10211000","Oil and gas extraction","211",264.5
1983,"10","Mining and logging","10211000","Oil and gas extraction","211",255.6
1984,"10","Mining and logging","10211000","Oil and gas extraction","211",251.9
1985,"10","Mining and logging","10211000","Oil and gas extraction","211",244.7
1986,"10","Mining and logging","10211000","Oil and gas extraction","211",216.6
1987,"10","Mining and logging","10211000","Oil and gas extraction","211",198
1988,"10","Mining and logging","10211000","Oil and gas extraction","211",194.5
1989,"10","Mining and logging","10211000","Oil and gas extraction","211",191
1990,"10","Mining and logging","10211000","Oil and gas extraction","211",190.2
1991,"10","Mining and logging","10211000","Oil and gas extraction","211",191
1992,"10","Mining and logging","10211000","Oil and gas extraction","211",182.2
1993,"10","Mining and logging","10211000","Oil and gas extraction","211",170.9
1994,"10","Mining and logging","10211000","Oil and gas extraction","211",162.4
1995,"10","Mining and logging","10211000","Oil and gas extraction","211",151.7
1996,"10","Mining and logging","10211000","Oil and gas extraction","211",146.9
1997,"10","Mining and logging","10211000","Oil and gas extraction","211",144.1
1998,"10","Mining and logging","10211000","Oil and gas extraction","211",140.8
1999,"10","Mining and logging","10211000","Oil and gas extraction","211",131.2
2000,"10","Mining and logging","10211000","Oil and gas extraction","211",124.9
2001,"10","Mining and logging","10211000","Oil and gas extraction","211",123.7
2002,"10","Mining and logging","10211000","Oil and gas extraction","211",121.9
2003,"10","Mining and logging","10211000","Oil and gas extraction","211",120.2
2004,"10","Mining and logging","10211000","Oil and gas extraction","211",123.4
2005,"10","Mining and logging","10211000","Oil and gas extraction","211",125.7
2006,"10","Mining and logging","10211000","Oil and gas extraction","211",134.5
2007,"10","Mining and logging","10211000","Oil and gas extraction","211",146.2
2008,"10","Mining and logging","10211000","Oil and gas extraction","211",160.5
2009,"10","Mining and logging","10211000","Oil and gas extraction","211",159.8
2010,"10","Mining and logging","10211000","Oil and gas extraction","211",158.7
2011,"10","Mining and logging","10211000","Oil and gas extraction","211",172
2012,"10","Mining and logging","10211000","Oil and gas extraction","211",187.4
2013,"10","Mining and logging","10211000","Oil and gas extraction","211",193.5
2014,"10","Mining and logging","10211000","Oil and gas extraction","211",197.7
2015,"10","Mining and logging","10211000","Oil and gas extraction","211",193.4
2016,"10","Mining and logging","10211000","Oil and gas extraction","211",180
1990,"10","Mining and logging","10212000","Mining, except oil and gas","212",302.2
1991,"10","Mining and logging","10212000","Mining, except oil and gas","212",285.1
1992,"10","Mining and logging","10212000","Mining, except oil and gas","212",271.8
1993,"10","Mining and logging","10212000","Mining, except oil and gas","212",250.9
